date,season,seasonchron,sample,id,time,coor,consistency,w,frozen,dry,sex,tvnt,treatment,worm,pw,form,species,c1,c2,c3,c4,c5,mc,mcmaster sediment (g),epg,rich,proc,examiner,effort
2013-02-21,2.win,winter-2013,kmp2013-0227,toga,10:45:00,dark,very-hard,1.2,yes,NA,f,treated,before,no,0.396,20,strep,0,0,0,0,0,0,0.00297,0,2,NA,NA,182
2013-02-21,2.win,winter-2013,kmp2013-0227,toga,10:45:00,dark,very-hard,1.2,yes,NA,f,treated,before,no,0.396,20,strong,0,0,0,0,0,0,0.00297,0,2,NA,NA,182
2013-02-21,2.win,winter-2013,kmp2013-0227,toga,10:45:00,dark,very-hard,1.2,yes,NA,f,treated,before,no,0.396,20,trich,38,40,50,42,39,41.8,0.00297,14074.07407,2,NA,NA,182
2013-02-21,2.win,winter-2013,kmp2013-0228,baimo,10:50:00,brown,very-hard,1.1,yes,NA,f,treated,before,no,0.385,20,oes,4,8,4,7,7,6,0.0028875,2077.922078,2,NA,NA,137
2013-02-21,2.win,winter-2013,kmp2013-0228,baimo,10:50:00,brown,very-hard,1.1,yes,NA,f,treated,before,no,0.385,20,strep,0,0,0,0,0,0,0.0028875,0,2,NA,NA,137
2013-02-21,2.win,winter-2013,kmp2013-0228,baimo,10:50:00,brown,very-hard,1.1,yes,NA,f,treated,before,no,0.385,20,strong,0,0,0,0,0,0,0.0028875,0,2,NA,NA,137
2013-02-21,2.win,winter-2013,kmp2013-0228,baimo,10:50:00,brown,very-hard,1.1,yes,NA,f,treated,before,no,0.385,20,trich,0,2,1,2,3,1.6,0.0028875,554.1125541,2,NA,NA,137
2013-02-21,2.win,winter-2013,kmp2013-0229,siso,11:08:00,brown,semi-hard,1,yes,NA,f,treated,before,no,0.328,20,oes,13,17,15,13,13,14.2,0.00246,5772.357724,2,NA,NA,91
2013-02-21,2.win,winter-2013,kmp2013-0229,siso,11:08:00,brown,semi-hard,1,yes,NA,f,treated,before,no,0.328,20,strep,0,0,0,0,0,0,0.00246,0,2,NA,NA,91
2013-02-21,2.win,winter-2013,kmp2013-0229,siso,11:08:00,brown,semi-hard,1,yes,NA,f,treated,before,no,0.328,20,strong,0,0,0,0,0,0,0.00246,0,2,NA,NA,91
2013-02-21,2.win,winter-2013,kmp2013-0229,siso,11:08:00,brown,semi-hard,1,yes,NA,f,treated,before,no,0.328,20,trich,28,21,21,27,18,23,0.00246,9349.593496,2,NA,NA,91
2013-02-21,2.win,winter-2013,kmp2013-0230,kanna,12:48:00,brown,hard,1.1,yes,NA,f,control,before,no,0.224,20,oes,8,11,7,6,8,8,0.00168,4761.904762,2,NA,NA,152
2013-02-21,2.win,winter-2013,kmp2013-0230,kanna,12:48:00,brown,hard,1.1,yes,NA,f,control,before,no,0.224,20,strep,0,0,0,0,0,0,0.00168,0,2,NA,NA,152
2013-02-21,2.win,winter-2013,kmp2013-0230,kanna,12:48:00,brown,hard,1.1,yes,NA,f,control,before,no,0.224,20,strong,0,0,0,0,0,0,0.00168,0,2,NA,NA,152
2013-02-21,2.win,winter-2013,kmp2013-0230,kanna,12:48:00,brown,hard,1.1,yes,NA,f,control,before,no,0.224,20,trich,22,24,26,26,26,24.8,0.00168,14761.90476,2,NA,NA,152
2013-02-21,2.win,winter-2013,kmp2013-0232,kinoko,14:35:00,brown,normal,1,yes,NA,f,treated,before,no,0.262,20,oes,19,10,14,13,18,14.8,0.001965,7531.806616,2,NA,NA,167
2013-02-21,2.win,winter-2013,kmp2013-0232,kinoko,14:35:00,brown,normal,1,yes,NA,f,treated,before,no,0.262,20,strep,0,0,0,0,0,0,0.001965,0,2,NA,NA,167
2013-02-21,2.win,winter-2013,kmp2013-0232,kinoko,14:35:00,brown,normal,1,yes,NA,f,treated,before,no,0.262,20,strong,0,0,0,0,0,0,0.001965,0,2,NA,NA,167
2013-02-21,2.win,winter-2013,kmp2013-0232,kinoko,14:35:00,brown,normal,1,yes,NA,f,treated,before,no,0.262,20,trich,28,32,31,28,33,30.4,0.001965,15470.73791,2,NA,NA,167
2013-02-22,2.win,winter-2013,kmp2013-0233,siso,10:30:00,brown,semi-hard,1.3,yes,NA,f,treated,before,no,0.397,20,oes,5,12,10,7,10,8.8,0.0029775,2955.49958,2,NA,NA,91
2013-02-22,2.win,winter-2013,kmp2013-0233,siso,10:30:00,brown,semi-hard,1.3,yes,NA,f,treated,before,no,0.397,20,strep,0,0,0,0,0,0,0.0029775,0,2,NA,NA,91
2013-02-22,2.win,winter-2013,kmp2013-0233,siso,10:30:00,brown,semi-hard,1.3,yes,NA,f,treated,before,no,0.397,20,strong,0,0,0,0,0,0,0.0029775,0,2,NA,NA,91
2013-02-22,2.win,winter-2013,kmp2013-0233,siso,10:30:00,brown,semi-hard,1.3,yes,NA,f,treated,before,no,0.397,20,trich,32,51,42,32,32,37.8,0.0029775,12695.21411,2,NA,NA,91
2013-02-22,2.win,winter-2013,kmp2013-0235,kanna,10:36:00,dark,normal,1.1,yes,NA,f,control,before,no,0.603,20,oes,34,17,23,25,20,23.8,0.0045225,5262.576009,2,am,am,152
2013-02-22,2.win,winter-2013,kmp2013-0235,kanna,10:36:00,dark,normal,1.1,yes,NA,f,control,before,no,0.603,20,strep,0,0,0,0,0,0,0.0045225,0,2,am,am,152
2013-02-22,2.win,winter-2013,kmp2013-0235,kanna,10:36:00,dark,normal,1.1,yes,NA,f,control,before,no,0.603,20,strong,0,0,0,0,0,0,0.0045225,0,2,am,am,152
2013-02-22,2.win,winter-2013,kmp2013-0235,kanna,10:36:00,dark,normal,1.1,yes,NA,f,control,before,no,0.603,20,trich,30,27,24,32,26,27.8,0.0045225,6147.042565,2,am,am,152
2013-02-22,2.win,winter-2013,kmp2013-0236,asa,10:39:00,brown,normal,1,yes,NA,f,control,before,yes,0.273,20,oes,0,1,0,0,1,0.4,0.0020475,195.3601954,3,NA,NA,152
2013-02-22,2.win,winter-2013,kmp2013-0236,asa,10:39:00,brown,normal,1,yes,NA,f,control,before,yes,0.273,20,strep,0,0,0,1,0,0.2,0.0020475,97.68009768,3,NA,NA,152
2013-02-22,2.win,winter-2013,kmp2013-0236,asa,10:39:00,brown,normal,1,yes,NA,f,control,before,yes,0.273,20,strong,0,0,0,0,0,0,0.0020475,0,3,NA,NA,152
2013-02-22,2.win,winter-2013,kmp2013-0236,asa,10:39:00,brown,normal,1,yes,NA,f,control,before,yes,0.273,20,trich,33,16,24,30,25,25.6,0.0020475,12503.0525,3,NA,NA,152
2013-02-22,2.win,winter-2013,kmp2013-0237,usu,10:42:00,brown,normal,1,yes,NA,f,treated,before,no,0.298,20,oes,5,1,0,2,4,2.4,0.002235,1073.825503,3,NA,NA,152
2013-02-22,2.win,winter-2013,kmp2013-0237,usu,10:42:00,brown,normal,1,yes,NA,f,treated,before,no,0.298,20,strep,0,0,0,0,2,0.4,0.002235,178.9709172,3,NA,NA,152
2013-02-22,2.win,winter-2013,kmp2013-0237,usu,10:42:00,brown,normal,1,yes,NA,f,treated,before,no,0.298,20,strong,0,0,0,0,0,0,0.002235,0,3,NA,NA,152
2013-02-22,2.win,winter-2013,kmp2013-0237,usu,10:42:00,brown,normal,1,yes,NA,f,treated,before,no,0.298,20,trich,1,1,3,7,1,2.6,0.002235,1163.310962,3,NA,NA,152
2013-02-22,2.win,winter-2013,kmp2013-0238,kizu,10:42:00,kaki,normal,1.5,yes,NA,f,control,before,no,0.419,20,oes,8,6,2,10,5,6.2,0.0031425,1972.951472,4,am,am,120
2013-02-22,2.win,winter-2013,kmp2013-0238,kizu,10:42:00,kaki,normal,1.5,yes,NA,f,control,before,no,0.419,20,strep,34,25,26,36,30,30.2,0.0031425,9610.182975,4,am,am,120
2013-02-22,2.win,winter-2013,kmp2013-0238,kizu,10:42:00,kaki,normal,1.5,yes,NA,f,control,before,no,0.419,20,strong,0,3,1,0,1,1,0.0031425,318.2179793,4,am,am,120
2013-02-22,2.win,winter-2013,kmp2013-0238,kizu,10:42:00,kaki,normal,1.5,yes,NA,f,control,before,no,0.419,20,trich,17,13,7,14,11,12.4,0.0031425,3945.902944,4,am,am,120
2013-02-22,2.win,winter-2013,kmp2013-0239,gibosi,10:43:00,dark,semi-hard,1.1,yes,NA,f,treated,before,yes,0.041,20,oes,0,0,0,0,0,0,0.0003075,0,1,NA,NA,62
2013-02-22,2.win,winter-2013,kmp2013-0239,gibosi,10:43:00,dark,semi-hard,1.1,yes,NA,f,treated,before,yes,0.041,20,strep,0,0,0,0,0,0,0.0003075,0,1,NA,NA,62
2013-02-22,2.win,winter-2013,kmp2013-0239,gibosi,10:43:00,dark,semi-hard,1.1,yes,NA,f,treated,before,yes,0.041,20,strong,0,0,0,0,0,0,0.0003075,0,1,NA,NA,62
2013-02-22,2.win,winter-2013,kmp2013-0239,gibosi,10:43:00,dark,semi-hard,1.1,yes,NA,f,treated,before,yes,0.041,20,trich,10,6,7,7,3,6.6,0.0003075,21463.41463,1,NA,NA,62
2013-02-22,2.win,winter-2013,kmp2013-0243,baimo,10:51:00,kaki,normal,1.1,yes,NA,f,treated,before,no,0.381,20,oes,7,6,7,7,4,6.2,0.0028575,2169.728784,4,NA,NA,137
2013-02-22,2.win,winter-2013,kmp2013-0243,baimo,10:51:00,kaki,normal,1.1,yes,NA,f,treated,before,no,0.381,20,strep,1,0,4,2,2,1.8,0.0028575,629.9212598,4,NA,NA,137
2013-02-22,2.win,winter-2013,kmp2013-0243,baimo,10:51:00,kaki,normal,1.1,yes,NA,f,treated,before,no,0.381,20,trich,7,11,11,14,13,11.2,0.0028575,3919.510061,4,NA,am,137
2013-02-22,2.win,winter-2013,kmp2013-0246,toga,10:56:00,dark,hard,1,yes,NA,f,treated,before,no,0.403,20,oes,18,9,14,19,15,15,0.0030225,4962.779156,2,NA,NA,182
2013-02-22,2.win,winter-2013,kmp2013-0246,toga,10:56:00,dark,hard,1,yes,NA,f,treated,before,no,0.403,20,strep,0,0,0,0,0,0,0.0030225,0,2,NA,NA,182
2013-02-22,2.win,winter-2013,kmp2013-0246,toga,10:56:00,dark,hard,1,yes,NA,f,treated,before,no,0.403,20,strong,0,0,0,0,0,0,0.0030225,0,2,NA,NA,182
2013-02-22,2.win,winter-2013,kmp2013-0246,toga,10:56:00,dark,hard,1,yes,NA,f,treated,before,no,0.403,20,trich,57,64,69,60,64,62.8,0.0030225,20777.50207,2,NA,NA,182
2013-02-22,2.win,winter-2013,kmp2013-0247,kibana,10:58:00,brown,normal,1.2,yes,NA,f,treated,before,no,0.46,20,oes,0,1,2,0,0,0.6,0.00345,173.9130435,1,NA,NA,122
2013-02-22,2.win,winter-2013,kmp2013-0247,kibana,10:58:00,brown,normal,1.2,yes,NA,f,treated,before,no,0.46,20,strep,0,0,0,0,0,0,0.00345,0,1,NA,NA,122
2013-02-22,2.win,winter-2013,kmp2013-0247,kibana,10:58:00,brown,normal,1.2,yes,NA,f,treated,before,no,0.46,20,strong,0,0,0,0,0,0,0.00345,0,1,NA,NA,122
2013-02-22,2.win,winter-2013,kmp2013-0247,kibana,10:58:00,brown,normal,1.2,yes,NA,f,treated,before,no,0.46,20,trich,0,0,0,0,0,0,0.00345,0,1,NA,NA,122
2013-02-22,2.win,winter-2013,kmp2013-0249,serori,11:00:00,brown,semi-soft,1,yes,NA,f,control,before,no,0.252,20,oes,13,17,13,20,12,15,0.00189,7936.507937,3,NA,NA,150
2013-02-22,2.win,winter-2013,kmp2013-0249,serori,11:00:00,brown,semi-soft,1,yes,NA,f,control,before,no,0.252,20,strep,2,0,0,0,1,0.6,0.00189,317.4603175,3,NA,NA,150
2013-02-22,2.win,winter-2013,kmp2013-0249,serori,11:00:00,brown,semi-soft,1,yes,NA,f,control,before,no,0.252,20,strong,0,0,0,0,0,0,0.00189,0,3,NA,NA,150
2013-02-22,2.win,winter-2013,kmp2013-0249,serori,11:00:00,brown,semi-soft,1,yes,NA,f,control,before,no,0.252,20,trich,8,12,18,9,13,12,0.00189,6349.206349,3,NA,NA,150
2013-02-24,2.win,winter-2013,kmp2013-0250,omoto,10:48:00,dark,normal,1.1,yes,NA,f,control,before,no,0.234,20,oes,7,4,6,5,5,5.4,0.001755,3076.923077,3,NA,NA,167
2013-02-24,2.win,winter-2013,kmp2013-0250,omoto,10:48:00,dark,normal,1.1,yes,NA,f,control,before,no,0.234,20,strep,0,0,0,1,0,0.2,0.001755,113.960114,3,NA,NA,167
2013-02-24,2.win,winter-2013,kmp2013-0250,omoto,10:48:00,dark,normal,1.1,yes,NA,f,control,before,no,0.234,20,strong,0,0,0,0,0,0,0.001755,0,3,NA,NA,167
2013-02-24,2.win,winter-2013,kmp2013-0250,omoto,10:48:00,dark,normal,1.1,yes,NA,f,control,before,no,0.234,20,trich,21,26,20,15,21,20.6,0.001755,11737.89174,3,NA,NA,167
2013-02-24,2.win,winter-2013,kmp2013-0251,usu,11:00:00,dark,soft,1,no,NA,f,treated,before,no,0.374,20,oes,0,1,1,4,1,1.4,0.002805,499.1087344,2,NA,NA,152
2013-02-24,2.win,winter-2013,kmp2013-0251,usu,11:00:00,dark,soft,1,no,NA,f,treated,before,no,0.374,20,strep,0,0,0,0,0,0,0.002805,0,2,NA,NA,152
2013-02-24,2.win,winter-2013,kmp2013-0251,usu,11:00:00,dark,soft,1,no,NA,f,treated,before,no,0.374,20,strong,0,0,0,0,0,0,0.002805,0,2,NA,NA,152
2013-02-24,2.win,winter-2013,kmp2013-0251,usu,11:00:00,dark,soft,1,no,NA,f,treated,before,no,0.374,20,trich,4,3,4,0,2,2.6,0.002805,926.916221,2,NA,NA,152
2013-02-24,2.win,winter-2013,kmp2013-0252,hego,11:02:00,dark,soft,1.1,no,NA,f,control,before,no,0.162,10,oes,0,1,2,0,3,1.2,0.00243,493.8271605,4,NA,NA,90
2013-02-24,2.win,winter-2013,kmp2013-0252,hego,11:02:00,dark,soft,1.1,no,NA,f,control,before,no,0.162,10,strep,0,0,0,1,0,0.2,0.00243,82.30452675,4,NA,NA,90
2013-02-24,2.win,winter-2013,kmp2013-0252,hego,11:02:00,dark,soft,1.1,no,NA,f,control,before,no,0.162,10,strong,1,2,1,0,0,0.8,0.00243,329.218107,4,NA,NA,90
2013-02-24,2.win,winter-2013,kmp2013-0252,hego,11:02:00,dark,soft,1.1,no,NA,f,control,before,no,0.162,10,trich,0,1,1,1,0,0.6,0.00243,246.9135802,4,NA,NA,90
2013-02-24,2.win,winter-2013,kmp2013-0254,yasi,12:22:00,kaki,soft,1.2,yes,NA,f,control,before,no,0.508,20,oes,6,2,2,1,8,3.8,0.00381,997.3753281,2,NA,NA,195
2013-02-24,2.win,winter-2013,kmp2013-0254,yasi,12:22:00,kaki,soft,1.2,yes,NA,f,control,before,no,0.508,20,strep,0,0,0,0,0,0,0.00381,0,2,NA,NA,195
2013-02-24,2.win,winter-2013,kmp2013-0254,yasi,12:22:00,kaki,soft,1.2,yes,NA,f,control,before,no,0.508,20,strong,0,0,0,0,0,0,0.00381,0,2,NA,NA,195
2013-02-24,2.win,winter-2013,kmp2013-0254,yasi,12:22:00,kaki,soft,1.2,yes,NA,f,control,before,no,0.508,20,trich,1,0,0,3,0,0.8,0.00381,209.9737533,2,NA,NA,195
2013-02-24,2.win,winter-2013,kmp2013-0256,nire,15:20:00,kaki,normal,1,yes,NA,f,treated,before,no,0.431,10,oes,2,3,1,0,0,1.2,0.006465,185.6148492,2,NA,NA,92
2013-02-24,2.win,winter-2013,kmp2013-0256,nire,15:20:00,kaki,normal,1,yes,NA,f,treated,before,no,0.431,10,strep,0,0,0,0,0,0,0.006465,0,2,NA,NA,92
2013-02-24,2.win,winter-2013,kmp2013-0256,nire,15:20:00,kaki,normal,1,yes,NA,f,treated,before,no,0.431,10,strong,0,0,0,0,0,0,0.006465,0,2,NA,NA,92
2013-02-24,2.win,winter-2013,kmp2013-0256,nire,15:20:00,kaki,normal,1,yes,NA,f,treated,before,no,0.431,10,trich,18,12,16,16,15,15.4,0.006465,2382.057231,2,NA,NA,92
2013-02-25,2.win,winter-2013,kmp2013-0268,siso,10:13:00,NA,NA,1.6,yes,NA,f,treated,before,no,0.264,20,oes,0,0,0,0,0,0,0.00198,0,1,NA,NA,91
2013-02-25,2.win,winter-2013,kmp2013-0268,siso,10:13:00,NA,NA,1.6,yes,NA,f,treated,before,no,0.264,20,strep,0,0,0,0,0,0,0.00198,0,1,NA,NA,91
2013-02-25,2.win,winter-2013,kmp2013-0268,siso,10:13:00,NA,NA,1.6,yes,NA,f,treated,before,no,0.264,20,strong,0,0,0,0,0,0,0.00198,0,1,NA,NA,91
2013-02-25,2.win,winter-2013,kmp2013-0268,siso,10:13:00,NA,NA,1.6,yes,NA,f,treated,before,no,0.264,20,trich,11,8,8,8,7,8.4,0.00198,4242.424242,1,NA,NA,91
2013-02-25,2.win,winter-2013,kmp2013-0269,side,10:05:00,NA,NA,1.1,yes,NA,f,control,before,no,0.111,20,oes,0,0,0,0,0,0,0.0008325,0,1,NA,NA,165
2013-02-25,2.win,winter-2013,kmp2013-0269,side,10:05:00,NA,NA,1.1,yes,NA,f,control,before,no,0.111,20,strep,0,0,0,0,0,0,0.0008325,0,1,NA,NA,165
2013-02-25,2.win,winter-2013,kmp2013-0269,side,10:05:00,NA,NA,1.1,yes,NA,f,control,before,no,0.111,20,strong,0,0,0,0,0,0,0.0008325,0,1,NA,NA,165
2013-02-25,2.win,winter-2013,kmp2013-0269,side,10:05:00,NA,NA,1.1,yes,NA,f,control,before,no,0.111,20,trich,4,2,4,2,1,2.6,0.0008325,3123.123123,1,NA,NA,165
2013-02-25,2.win,winter-2013,kmp2013-0270,yamu,10:26:00,NA,NA,1.6,yes,NA,f,treated,before,no,0.559,50,oes,0,0,0,0,0,0,0.001677,0,1,am,NA,167
2013-02-25,2.win,winter-2013,kmp2013-0270,yamu,10:26:00,NA,NA,1.6,yes,NA,f,treated,before,no,0.559,50,strep,0,0,0,0,0,0,0.001677,0,1,am,am,167
2013-02-25,2.win,winter-2013,kmp2013-0270,yamu,10:26:00,NA,NA,1.6,yes,NA,f,treated,before,no,0.559,50,strong,0,0,0,0,0,0,0.001677,0,1,am,am,167
2013-02-25,2.win,winter-2013,kmp2013-0270,yamu,10:26:00,NA,NA,1.6,yes,NA,f,treated,before,no,0.559,50,trich,1,0,0,0,0,0.2,0.001677,119.2605844,1,am,am,167
2013-02-25,2.win,winter-2013,kmp2013-0272,omoto,10:28:00,NA,NA,1.2,yes,NA,f,control,before,no,0.5,20,oes,16,14,6,15,9,12,0.00375,3200,2,am,NA,167
2013-02-25,2.win,winter-2013,kmp2013-0272,omoto,10:28:00,NA,NA,1.2,yes,NA,f,control,before,no,0.5,20,strep,0,0,0,0,0,0,0.00375,0,2,am,am,167
2013-02-25,2.win,winter-2013,kmp2013-0272,omoto,10:28:00,NA,NA,1.2,yes,NA,f,control,before,no,0.5,20,strong,0,0,0,0,0,0,0.00375,0,2,am,am,167
2013-02-25,2.win,winter-2013,kmp2013-0272,omoto,10:28:00,NA,NA,1.2,yes,NA,f,control,before,no,0.5,20,trich,32,37,39,27,34,33.8,0.00375,9013.333333,2,am,am,167
2013-02-25,2.win,winter-2013,kmp2013-0273,kinoko,10:28:00,NA,NA,1.2,yes,NA,f,treated,before,yes,0.382,20,oes,0,0,0,0,0,0,0.002865,0,0,NA,am,167
2013-02-25,2.win,winter-2013,kmp2013-0273,kinoko,10:28:00,NA,NA,1.2,yes,NA,f,treated,before,yes,0.382,20,strep,0,0,0,0,0,0,0.002865,0,0,NA,NA,167
2013-02-25,2.win,winter-2013,kmp2013-0273,kinoko,10:28:00,NA,NA,1.2,yes,NA,f,treated,before,yes,0.382,20,strong,0,0,0,0,0,0,0.002865,0,0,NA,NA,167
2013-02-25,2.win,winter-2013,kmp2013-0273,kinoko,10:28:00,NA,NA,1.2,yes,NA,f,treated,before,yes,0.382,20,trich,0,0,0,0,0,0,0.002865,0,0,NA,NA,167
2013-02-25,2.win,winter-2013,kmp2013-0275,kizu,10:33:00,NA,NA,1.2,yes,NA,f,control,before,no,0.517,20,oes,0,0,1,0,2,0.6,0.0038775,154.7388781,4,am,NA,120
2013-02-25,2.win,winter-2013,kmp2013-0275,kizu,10:33:00,NA,NA,1.2,yes,NA,f,control,before,no,0.517,20,strep,12,12,20,10,16,14,0.0038775,3610.573823,4,am,am,120
2013-02-25,2.win,winter-2013,kmp2013-0275,kizu,10:33:00,NA,NA,1.2,yes,NA,f,control,before,no,0.517,20,strong,4,0,3,3,2,2.4,0.0038775,618.9555126,4,am,am,120
2013-02-25,2.win,winter-2013,kmp2013-0275,kizu,10:33:00,NA,NA,1.2,yes,NA,f,control,before,no,0.517,20,trich,18,13,13,10,11,13,0.0038775,3352.675693,4,am,am,120
2013-02-25,2.win,winter-2013,kmp2013-0276,kibana,10:34:00,NA,NA,1.1,yes,NA,f,treated,before,yes,0.4,20,oes,0,0,0,0,0,0,0.003,0,0,NA,am,122
2013-02-25,2.win,winter-2013,kmp2013-0276,kibana,10:34:00,NA,NA,1.1,yes,NA,f,treated,before,yes,0.4,20,strep,0,0,0,0,0,0,0.003,0,0,NA,NA,122
2013-02-25,2.win,winter-2013,kmp2013-0276,kibana,10:34:00,NA,NA,1.1,yes,NA,f,treated,before,yes,0.4,20,strong,0,0,0,0,0,0,0.003,0,0,NA,NA,122
2013-02-25,2.win,winter-2013,kmp2013-0276,kibana,10:34:00,NA,NA,1.1,yes,NA,f,treated,before,yes,0.4,20,trich,0,0,0,0,0,0,0.003,0,0,NA,NA,122
2013-02-25,2.win,winter-2013,kmp2013-0277,gibosi,10:37:00,NA,NA,1.3,yes,NA,f,treated,before,no,0.594,20,oes,0,0,0,0,0,0,0.004455,0,1,NA,NA,62
2013-02-25,2.win,winter-2013,kmp2013-0277,gibosi,10:37:00,NA,NA,1.3,yes,NA,f,treated,before,no,0.594,20,strep,0,0,0,0,0,0,0.004455,0,1,NA,NA,62
2013-02-25,2.win,winter-2013,kmp2013-0277,gibosi,10:37:00,NA,NA,1.3,yes,NA,f,treated,before,no,0.594,20,strong,0,0,0,0,0,0,0.004455,0,1,NA,NA,62
2013-02-25,2.win,winter-2013,kmp2013-0277,gibosi,10:37:00,NA,NA,1.3,yes,NA,f,treated,before,no,0.594,20,trich,9,10,11,14,9,10.6,0.004455,2379.349046,1,NA,NA,62
2013-02-25,2.win,winter-2013,kmp2013-0278,muku,10:38:00,NA,NA,1.2,yes,NA,f,treated,before,no,0.338,20,oes,0,0,0,0,0,0,0.002535,0,1,NA,NA,107
2013-02-25,2.win,winter-2013,kmp2013-0278,muku,10:38:00,NA,NA,1.2,yes,NA,f,treated,before,no,0.338,20,strep,0,0,0,0,0,0,0.002535,0,1,NA,NA,107
2013-02-25,2.win,winter-2013,kmp2013-0278,muku,10:38:00,NA,NA,1.2,yes,NA,f,treated,before,no,0.338,20,strong,0,0,0,0,0,0,0.002535,0,1,NA,NA,107
2013-02-25,2.win,winter-2013,kmp2013-0278,muku,10:38:00,NA,NA,1.2,yes,NA,f,treated,before,no,0.338,20,trich,1,1,2,3,0,1.4,0.002535,552.2682446,1,NA,NA,107
2013-02-25,2.win,winter-2013,kmp2013-0279,usu,10:39:00,NA,NA,1.2,yes,NA,f,treated,before,no,0.44,20,oes,4,2,5,4,2,3.4,0.0033,1030.30303,3,NA,NA,152
2013-02-25,2.win,winter-2013,kmp2013-0279,usu,10:39:00,NA,NA,1.2,yes,NA,f,treated,before,no,0.44,20,strep,1,3,1,1,1,1.4,0.0033,424.2424242,3,NA,NA,152
2013-02-25,2.win,winter-2013,kmp2013-0279,usu,10:39:00,NA,NA,1.2,yes,NA,f,treated,before,no,0.44,20,strong,0,0,0,0,0,0,0.0033,0,3,NA,NA,152
2013-02-25,2.win,winter-2013,kmp2013-0279,usu,10:39:00,NA,NA,1.2,yes,NA,f,treated,before,no,0.44,20,trich,2,1,1,1,6,2.2,0.0033,666.6666667,3,NA,NA,152
2013-02-25,2.win,winter-2013,kmp2013-0280,kanna,10:40:00,NA,NA,1.3,yes,NA,f,control,before,no,0.57,20,oes,8,10,6,8,9,8.2,0.004275,1918.128655,2,am,NA,152
2013-02-25,2.win,winter-2013,kmp2013-0280,kanna,10:40:00,NA,NA,1.3,yes,NA,f,control,before,no,0.57,20,strep,0,0,0,0,0,0,0.004275,0,2,am,am,152
2013-02-25,2.win,winter-2013,kmp2013-0280,kanna,10:40:00,NA,NA,1.3,yes,NA,f,control,before,no,0.57,20,strong,0,0,0,0,0,0,0.004275,0,2,am,am,152
2013-02-25,2.win,winter-2013,kmp2013-0280,kanna,10:40:00,NA,NA,1.3,yes,NA,f,control,before,no,0.57,20,trich,13,24,23,17,21,19.6,0.004275,4584.795322,2,am,am,152
2013-02-25,2.win,winter-2013,kmp2013-0281,sone,10:47:00,NA,NA,1.2,yes,NA,f,control,before,no,0.26,20,oes,4,2,3,3,3,3,0.00195,1538.461538,3,NA,am,151
2013-02-25,2.win,winter-2013,kmp2013-0281,sone,10:47:00,NA,NA,1.2,yes,NA,f,control,before,no,0.26,20,strep,8,9,10,3,5,7,0.00195,3589.74359,3,NA,NA,151
2013-02-25,2.win,winter-2013,kmp2013-0281,sone,10:47:00,NA,NA,1.2,yes,NA,f,control,before,no,0.26,20,strong,0,0,0,0,0,0,0.00195,0,3,NA,NA,151
2013-02-25,2.win,winter-2013,kmp2013-0281,sone,10:47:00,NA,NA,1.2,yes,NA,f,control,before,no,0.26,20,trich,7,9,8,12,3,7.8,0.00195,4000,3,NA,NA,151
2013-02-25,2.win,winter-2013,kmp2013-0282,baimo,10:50:00,NA,NA,1.3,yes,NA,f,treated,before,no,0.421,20,oes,0,0,0,0,0,0,0.0031575,0,2,NA,NA,137
2013-02-25,2.win,winter-2013,kmp2013-0282,baimo,10:50:00,NA,NA,1.3,yes,NA,f,treated,before,no,0.421,20,strep,0,0,0,0,1,0.2,0.0031575,63.34125099,2,NA,NA,137
2013-02-25,2.win,winter-2013,kmp2013-0282,baimo,10:50:00,NA,NA,1.3,yes,NA,f,treated,before,no,0.421,20,strong,0,0,0,0,0,0,0.0031575,0,2,NA,NA,137
2013-02-25,2.win,winter-2013,kmp2013-0282,baimo,10:50:00,NA,NA,1.3,yes,NA,f,treated,before,no,0.421,20,trich,7,8,8,7,6,7.2,0.0031575,2280.285036,2,NA,NA,137
2013-02-25,2.win,winter-2013,kmp2013-0283,kinu,11:18:00,NA,NA,1,yes,NA,f,control,before,no,0.282,20,oes,11,4,5,5,3,5.6,0.002115,2647.754137,3,NA,NA,150
2013-02-25,2.win,winter-2013,kmp2013-0283,kinu,11:18:00,NA,NA,1,yes,NA,f,control,before,no,0.282,20,strep,0,0,1,0,0,0.2,0.002115,94.56264775,3,NA,NA,150
2013-02-25,2.win,winter-2013,kmp2013-0283,kinu,11:18:00,NA,NA,1,yes,NA,f,control,before,no,0.282,20,strong,0,0,0,0,0,0,0.002115,0,3,NA,NA,150
2013-02-25,2.win,winter-2013,kmp2013-0283,kinu,11:18:00,NA,NA,1,yes,NA,f,control,before,no,0.282,20,trich,16,22,21,16,14,17.8,0.002115,8416.07565,3,NA,NA,150
2013-02-25,2.win,winter-2013,kmp2013-0284,serori,11:44:00,brown,normal,1.2,yes,NA,f,control,before,no,0.454,40,oes,1,0,0,0,0,0.2,0.0017025,117.4743025,2,am,NA,150
2013-02-25,2.win,winter-2013,kmp2013-0284,serori,11:44:00,brown,normal,1.2,yes,NA,f,control,before,no,0.454,40,strep,0,0,0,0,0,0,0.0017025,0,2,am,am,150
2013-02-25,2.win,winter-2013,kmp2013-0284,serori,11:44:00,brown,normal,1.2,yes,NA,f,control,before,no,0.454,40,strong,0,0,0,0,0,0,0.0017025,0,2,am,am,150
